Cases/10000Habitants,Cases,Municipality,Gemnr,Habitants,Number of Records,Date
"0,433162956",1,Elburg,230,23086,1,13/03/2020
"0,431294747",1,"Nuenen, Gerwen en Nederwetten",820,23186,1,13/03/2020
"0,427167877",1,Bloemendaal,377,23410,1,13/03/2020
"0,423764726",1,Oldebroek,269,23598,1,13/03/2020
"0,409550723",1,Voorst,285,24417,1,13/03/2020
"0,400624975",1,Stein,971,24961,1,13/03/2020
"0,395710498",1,Albrandswaard,613,25271,1,13/03/2020
"0,394757619",1,Duiven,226,25332,1,13/03/2020
"0,381519209",1,Wassenaar,629,26211,1,13/03/2020
"0,378343612",1,Gilze en Rijen,784,26431,1,13/03/2020
"0,363887777",1,Nunspeet,302,27481,1,13/03/2020
"0,353157226",1,Waddinxveen,627,28316,1,13/03/2020
"0,351481494",1,Zaltbommel,297,28451,1,13/03/2020
"0,349308369",1,Nieuwkoop,569,28628,1,13/03/2020
"0,344056425",1,Boxmeer,756,29065,1,13/03/2020
"0,340413943",1,Krimpen aan den IJssel,542,29376,1,13/03/2020
"0,325234982",1,Boxtel,757,30747,1,13/03/2020
"0,292740047",1,IJsselstein,353,34160,1,13/03/2020
"0,290174685",1,Bodegraven-Reeuwijk,"1,901",34462,1,13/03/2020
"0,270555450",1,Moerdijk,"1,709",36961,1,13/03/2020
"0,266588467",1,Raalte,177,37511,1,13/03/2020
"0,255336534",1,Heemskerk,396,39164,1,13/03/2020
"0,249694125",1,Hellevoetsluis,530,40049,1,13/03/2020
"0,242289148",1,Huizen,406,41273,1,13/03/2020
"0,229147571",1,Rheden,275,43640,1,13/03/2020
"0,220570395",1,Veldhoven,861,45337,1,13/03/2020
"0,216258299",1,Ridderkerk,597,46241,1,13/03/2020
"0,205452715",1,Barendrecht,489,48673,1,13/03/2020
"0,201568201",1,Goeree-Overflakkee,"1,924",49611,1,13/03/2020
"0,179843177",1,Den Helder,400,55604,1,13/03/2020
"0,179655780",1,Hoogeveen,118,55662,1,13/03/2020
"0,178769352",1,Smallingerland,90,55938,1,13/03/2020
"0,171794740",1,Roermond,957,58209,1,13/03/2020
"0,153134667",1,Katwijk,537,65302,1,13/03/2020
"0,152464590",1,Veenendaal,345,65589,1,13/03/2020
"0,149675952",1,Bergen op Zoom,748,66811,1,13/03/2020
"0,146310060",1,Velsen,453,68348,1,13/03/2020
"0,138113916",1,Vlaardingen,622,72404,1,13/03/2020
"0,137270244",1,Almelo,141,72849,1,13/03/2020
"0,117928700",1,Nissewaard,"1,93",84797,1,13/03/2020
"0,115398818",1,Hoeksche Waard,"1,963",86656,1,13/03/2020
"0,111470293",1,Súdwest-Fryslân,"1,9",89710,1,13/03/2020
"0,093359349",1,Emmen,114,107113,1,13/03/2020
"0,092116657",1,Alkmaar,361,108558,1,13/03/2020
"0,084278659",1,Dordrecht,505,118654,1,13/03/2020
"0,081230149",1,Leeuwarden,80,123107,1,13/03/2020
"0,048099123",1,Almere,34,207904,1,13/03/2020
"1,901863827",2,Simpelveld,965,10516,1,13/03/2020
"1,740947075",2,Landsmeer,415,11488,1,13/03/2020
"1,183151917",2,Son en Breugel,848,16904,1,13/03/2020
"1,048437828",2,West Maas en Waal,668,19076,1,13/03/2020
"0,978473581",2,Cranendonck,"1,706",20440,1,13/03/2020
"0,888770386",2,Zwartewaterland,"1,896",22503,1,13/03/2020
"0,852369587",2,Heiloo,399,23464,1,13/03/2020
"0,841679993",2,Wijk bij Duurstede,352,23762,1,13/03/2020
"0,818799640",2,Oegstgeest,579,24426,1,13/03/2020
"0,802214111",2,Cuijk,"1,684",24931,1,13/03/2020
"0,757690559",2,Vught,865,26396,1,13/03/2020
"0,752785306",2,Buren,214,26568,1,13/03/2020
"0,732976618",2,Heemstede,397,27286,1,13/03/2020
"0,700402732",2,Culemborg,216,28555,1,13/03/2020
"0,685025346",2,Diemen,384,29196,1,13/03/2020
"0,672879588",2,Opsterland,86,29723,1,13/03/2020
"0,592083839",2,Schouwen-Duiveland,"1,676",33779,1,13/03/2020
"0,558534406",2,Hellendoorn,163,35808,1,13/03/2020
"0,552303104",2,Bronckhorst,"1,876",36212,1,13/03/2020
"0,532042244",2,Landgraaf,882,37591,1,13/03/2020
"0,531166175",2,Goes,664,37653,1,13/03/2020
"0,505114282",2,Geldrop-Mierlo,"1,771",39595,1,13/03/2020
"0,490015926",2,Dronten,303,40815,1,13/03/2020
"0,476440040",2,Tiel,281,41978,1,13/03/2020
"0,472913859",2,Horst aan de Maas,"1,507",42291,1,13/03/2020
"0,466646445",2,Noordwijk,575,42859,1,13/03/2020
"0,450744856",2,Vlissingen,718,44371,1,13/03/2020
"0,430338892",2,Lingewaard,"1,705",46475,1,13/03/2020
"0,429617855",2,Schagen,441,46553,1,13/03/2020
"0,420335848",2,Harderwijk,243,47581,1,13/03/2020
"0,403918005",2,Utrechtse Heuvelrug,"1,581",49515,1,13/03/2020
"0,388878087",2,De Fryske Marren,"1,94",51430,1,13/03/2020
"0,383163783",2,Woerden,632,52197,1,13/03/2020
"0,358989087",2,Vijfheerenlanden,"1,961",55712,1,13/03/2020
"0,273294981",2,Gouda,513,73181,1,13/03/2020
"0,259632361",2,Roosendaal,"1,674",77032,1,13/03/2020
"0,249634909",2,Purmerend,439,80117,1,13/03/2020
"0,230329832",2,Heerlen,917,86832,1,13/03/2020
"0,196844581",2,Venlo,983,101603,1,13/03/2020
"0,193867957",2,Delft,503,103163,1,13/03/2020
"0,156866436",2,Zwolle,193,127497,1,13/03/2020
"0,128299708",2,Zaanstad,479,155885,1,13/03/2020
"0,123118594",2,Apeldoorn,200,162445,1,13/03/2020
"1,388117712",3,Zundert,879,21612,1,13/03/2020
"1,292546316",3,Borne,147,23210,1,13/03/2020
"1,248231672",3,Neder-Betuwe,"1,74",24034,1,13/03/2020
"1,159106715",3,Beuningen,209,25882,1,13/03/2020
"1,138519924",3,Dinkelland,"1,774",26350,1,13/03/2020
"1,071734781",3,Langedijk,416,27992,1,13/03/2020
"1,006002481",3,Best,753,29821,1,13/03/2020
"0,945537065",3,Aalsmeer,358,31728,1,13/03/2020
"0,927013164",3,Deurne,762,32362,1,13/03/2020
"0,732582843",3,Wijchen,296,40951,1,13/03/2020
"0,591750991",3,West Betuwe,"1,96",50697,1,13/03/2020
"0,539413119",3,Oosterhout,826,55616,1,13/03/2020
"0,535255495",3,Krimpenerwaard,"1,931",56048,1,13/03/2020
"0,519795547",3,Gooise Meren,"1,942",57715,1,13/03/2020
"0,397746105",3,Leidschendam-Voorburg,"1,916",75425,1,13/03/2020
"0,385143723",3,Lelystad,995,77893,1,13/03/2020
"0,330258262",3,Amstelveen,362,90838,1,13/03/2020
"0,328044527",3,Oss,828,91451,1,13/03/2020
"0,188695860",3,Enschede,153,158986,1,13/03/2020
"0,129702247",3,Groningen,14,231299,1,13/03/2020
"2,575825874",4,Landerd,"1,685",15529,1,13/03/2020
"1,535449695",4,Dongen,766,26051,1,13/03/2020
"1,489314171",4,Ermelo,233,26858,1,13/03/2020
"1,121044814",4,Leudal,"1,64",35681,1,13/03/2020
"0,906310185",4,Heusden,797,44135,1,13/03/2020
"0,649340108",4,Lansingerland,"1,621",61601,1,13/03/2020
"0,625645197",4,Zeist,355,63934,1,13/03/2020
"0,360405817",4,Alphen aan den Rijn,484,110986,1,13/03/2020
"0,320258769",4,Leiden,546,124899,1,13/03/2020
"0,255941031",4,Amersfoort,307,156286,1,13/03/2020
"0,251153737",4,Arnhem,202,159265,1,13/03/2020
"0,248038942",4,Haarlem,392,161265,1,13/03/2020
"3,260727794",5,Hilvarenbeek,798,15334,1,13/03/2020
"2,769929644",5,Hardinxveld-Giessendam,523,18051,1,13/03/2020
"1,841620626",5,Drimmelen,"1,719",27150,1,13/03/2020
"1,724673174",5,Sint-Michielsgestel,845,28991,1,13/03/2020
"1,436864188",5,Berg en Dal,"1,945",34798,1,13/03/2020
"1,214299592",5,Beverwijk,375,41176,1,13/03/2020
"2,521750095",6,Goirle,785,23793,1,13/03/2020
"2,295332823",6,Oisterwijk,824,26140,1,13/03/2020
"1,370676657",6,Etten-Leur,777,43774,1,13/03/2020
"1,104341904",6,Pijnacker-Nootdorp,"1,926",54331,1,13/03/2020
"0,932603830",6,Stichtse Vecht,"1,904",64336,1,13/03/2020
"4,931313843",7,Haaren,788,14195,1,13/03/2020
"3,000814507",7,Loon op Zand,809,23327,1,13/03/2020
"2,236278832",7,Renkum,274,31302,1,13/03/2020
"2,239202844",8,Beekdaelen,"1,954",35727,1,13/03/2020
"1,847105816",8,Peel en Maas,"1,894",43311,1,13/03/2020
"1,731826644",8,Soest,342,46194,1,13/03/2020
"1,444408334",8,Altena,"1,959",55386,1,13/03/2020
"0,452665350",8,Nijmegen,268,176731,1,13/03/2020
"0,148745057",8,'s-Gravenhage,518,537833,1,13/03/2020
"1,865671642",9,Waalwijk,867,48240,1,13/03/2020
"0,822605191",10,Maastricht,935,121565,1,13/03/2020
"10,389119758",11,Boekel,755,10588,1,13/03/2020
"3,612835419",11,Gemert-Bakel,"1,652",30447,1,13/03/2020
"3,100076093",11,Coevorden,109,35483,1,13/03/2020
"2,568653092",11,De Bilt,310,42824,1,13/03/2020
"0,713336143",11,'s-Hertogenbosch,796,154205,1,13/03/2020
"0,518040770",12,Eindhoven,772,231642,1,13/03/2020
"4,219957151",13,Bernheze,"1,721",30806,1,13/03/2020
"2,604636253",13,Houten,321,49911,1,13/03/2020
"1,748175342",16,Helmond,794,91524,1,13/03/2020
"0,310261271",20,Rotterdam,599,644618,1,13/03/2020
"0,231759110",20,Amsterdam,363,862965,1,13/03/2020
"2,482166176",23,Sittard-Geleen,"1,883",92661,1,13/03/2020
"5,983437844",25,Uden,856,41782,1,13/03/2020
"3,093485120",25,Meierijstad,"1,948",80815,1,13/03/2020
"0,736823610",26,Utrecht,344,352866,1,13/03/2020
,28,onbekend,,,1,13/03/2020
"2,882424282",53,Breda,758,183873,1,13/03/2020
"3,083876847",67,Tilburg,855,217259,1,13/03/2020
,776,null,,,1,13/03/2020
0,0,Schiermonnikoog,88,936,1,14/03/2020
0,0,Vlieland,96,1138,1,14/03/2020
0,0,Rozendaal,277,1654,1,14/03/2020
0,0,Ameland,60,3673,1,14/03/2020
0,0,Terschelling,93,4890,1,14/03/2020
0,0,Renswoude,339,5259,1,14/03/2020
0,0,Baarle-Nassau,744,6847,1,14/03/2020
0,0,Noord-Beveland,"1,695",7308,1,14/03/2020
0,0,Mook en Middelaar,944,7806,1,14/03/2020
0,0,Zoeterwoude,638,8450,1,14/03/2020
0,0,Eemnes,317,9113,1,14/03/2020
0,0,Loppersum,24,9614,1,14/03/2020
0,0,Beemster,370,9748,1,14/03/2020
0,0,Oostzaan,431,9757,1,14/03/2020
0,0,Scherpenzeel,279,9873,1,14/03/2020
0,0,Vaals,981,10092,1,14/03/2020
0,0,Oudewater,589,10201,1,14/03/2020
0,0,Mill en Sint Hubert,815,10891,1,14/03/2020
0,0,Doesburg,221,11148,1,14/03/2020
0,0,Laren,417,11195,1,14/03/2020
0,0,Appingedam,3,11721,1,14/03/2020
0,0,Opmeer,432,11779,1,14/03/2020
0,0,Hattem,244,12173,1,14/03/2020
0,0,Voerendaal,986,12452,1,14/03/2020
0,0,Grave,786,12483,1,14/03/2020
0,0,Kapelle,678,12785,1,14/03/2020
0,0,Reusel-De Mierden,"1,667",13060,1,14/03/2020
0,0,Bergen (L),893,13140,1,14/03/2020
0,0,Beesel,889,13519,1,14/03/2020
0,0,Uitgeest,450,13528,1,14/03/2020
0,0,Texel,448,13547,1,14/03/2020
0,0,Ouder-Amstel,437,13916,1,14/03/2020
0,0,Montfoort,335,13996,1,14/03/2020
0,0,Gulpen-Wittem,"1,729",14246,1,14/03/2020
0,0,Lopik,331,14473,1,14/03/2020
0,0,Westervoort,293,14944,1,14/03/2020
0,0,Bunnik,312,15192,1,14/03/2020
0,0,Harlingen,72,15758,1,14/03/2020
0,0,Beek,888,15929,1,14/03/2020
0,0,Wormerland,880,16329,1,14/03/2020
0,0,Valkenburg aan de Geul,994,16470,1,14/03/2020
0,0,Heumen,252,16486,1,14/03/2020
0,0,Asten,743,16710,1,14/03/2020
0,0,Brielle,501,17182,1,14/03/2020
0,0,Olst-Wijhe,"1,773",18071,1,14/03/2020
0,0,Enkhuizen,388,18507,1,14/03/2020
0,0,Heerde,246,18546,1,14/03/2020
0,0,Oirschot,823,18623,1,14/03/2020
0,0,Dantumadiel,"1,891",18923,1,14/03/2020
0,0,Meerssen,938,18923,1,14/03/2020
0,0,Weesp,457,19334,1,14/03/2020
0,0,Westerveld,"1,701",19348,1,14/03/2020
0,0,Midden-Delfland,"1,842",19391,1,14/03/2020
0,0,Drechterland,498,19597,1,14/03/2020
0,0,Rhenen,340,20004,1,14/03/2020
0,0,Alblasserdam,482,20069,1,14/03/2020
0,0,Roerdalen,"1,669",20615,1,14/03/2020
0,0,Brummen,213,20698,1,14/03/2020
0,0,Urk,184,20776,1,14/03/2020
0,0,Bunschoten,313,21576,1,14/03/2020
0,0,Stede Broec,532,21706,1,14/03/2020
0,0,Woensdrecht,873,21866,1,14/03/2020
0,0,Hillegom,534,21966,1,14/03/2020
0,0,Rucphen,840,22572,1,14/03/2020
0,0,Losser,168,22622,1,14/03/2020
0,0,Lisse,553,22800,1,14/03/2020
0,0,Sluis,"1,714",23386,1,14/03/2020
0,0,Wijdemeren,"1,696",24013,1,14/03/2020
0,0,Putten,273,24198,1,14/03/2020
0,0,Haaksbergen,158,24277,1,14/03/2020
0,0,Wierden,189,24351,1,14/03/2020
0,0,Maasdriel,263,24693,1,14/03/2020
0,0,Delfzijl,10,24716,1,14/03/2020
0,0,Baarn,308,24767,1,14/03/2020
0,0,Sliedrecht,610,25026,1,14/03/2020
0,0,Steenbergen,851,25054,1,14/03/2020
0,0,Westerwolde,"1,95",25199,1,14/03/2020
0,0,Borger-Odoorn,"1,681",25372,1,14/03/2020
0,0,Aa en Hunze,"1,68",25386,1,14/03/2020
0,0,Voorschoten,626,25479,1,14/03/2020
0,0,Ooststellingwerf,85,25497,1,14/03/2020
0,0,Tholen,716,25780,1,14/03/2020
0,0,Weststellingwerf,98,25840,1,14/03/2020
0,0,Kaag en Braassem,"1,884",26866,1,14/03/2020
0,0,Aalten,197,27011,1,14/03/2020
0,0,Leiderdorp,547,27109,1,14/03/2020
0,0,Veendam,47,27491,1,14/03/2020
0,0,Hulst,677,27524,1,14/03/2020
0,0,Achtkarspelen,59,27852,1,14/03/2020
0,0,Brunssum,899,28103,1,14/03/2020
0,0,Dalfsen,148,28499,1,14/03/2020
0,0,Winterswijk,294,28903,1,14/03/2020
0,0,Uithoorn,451,29424,1,14/03/2020
0,0,Oost Gelre,"1,586",29704,1,14/03/2020
0,0,Leusden,327,30030,1,14/03/2020
0,0,Halderberge,"1,655",30194,1,14/03/2020
0,0,Valkenswaard,858,30910,1,14/03/2020
0,0,Hendrik-Ido-Ambacht,531,30966,1,14/03/2020
0,0,Noordenveld,"1,699",31290,1,14/03/2020
0,0,Echt-Susteren,"1,711",31638,1,14/03/2020
0,0,Tytsjerksteradiel,737,31780,1,14/03/2020
0,0,Stadskanaal,37,31789,1,14/03/2020
0,0,Papendrecht,590,32290,1,14/03/2020
0,0,Epe,232,33145,1,14/03/2020
0,0,Midden-Drenthe,"1,731",33178,1,14/03/2020
0,0,Meppel,119,33564,1,14/03/2020
0,0,Lochem,262,33590,1,14/03/2020
0,0,Tynaarlo,"1,73",33698,1,14/03/2020
0,0,Twenterand,"1,7",33792,1,14/03/2020
0,0,Hof van Twente,"1,735",34940,1,14/03/2020
0,0,Montferland,"1,955",36026,1,14/03/2020
0,0,Edam-Volendam,385,36099,1,14/03/2020
0,0,Gorinchem,512,36682,1,14/03/2020
0,0,Teylingen,"1,525",37061,1,14/03/2020
0,0,Oldambt,"1,895",38129,1,14/03/2020
0,0,Rijssen-Holten,"1,742",38300,1,14/03/2020
0,0,Wageningen,289,38774,1,14/03/2020
0,0,Oude IJsselstreek,"1,509",39473,1,14/03/2020
0,0,Zuidplas,"1,892",42762,1,14/03/2020
0,0,Nijkerk,267,42943,1,14/03/2020
0,0,Venray,984,43326,1,14/03/2020
0,0,Zevenaar,299,43488,1,14/03/2020
0,0,Molenlanden,"1,978",43858,1,14/03/2020
0,0,Berkelland,"1,859",43904,1,14/03/2020
0,0,Steenwijkerland,"1,708",43940,1,14/03/2020
0,0,De Ronde Venen,736,44059,1,14/03/2020
0,0,Medemblik,420,44809,1,14/03/2020
0,0,Noardeast-Fryslân,"1,97",45181,1,14/03/2020
0,0,Waadhoeke,"1,949",46039,1,14/03/2020
0,0,Zutphen,301,47609,1,14/03/2020
0,0,Hollands Kroon,"1,911",47815,1,14/03/2020
0,0,Het Hogeland,"1,966",47888,1,14/03/2020
0,0,Middelburg,687,48544,1,14/03/2020
0,0,Weert,988,49842,1,14/03/2020
0,0,Heerenveen,74,50257,1,14/03/2020
0,0,Rijswijk,603,53467,1,14/03/2020
0,0,Kampen,166,53779,1,14/03/2020
0,0,Heerhugowaard,398,56742,1,14/03/2020
0,0,Doetinchem,222,57555,1,14/03/2020
0,0,Barneveld,203,57971,1,14/03/2020
0,0,Hardenberg,160,60574,1,14/03/2020
0,0,Midden-Groningen,"1,952",60899,1,14/03/2020
0,0,Westerkwartier,"1,969",63031,1,14/03/2020
0,0,Nieuwegein,356,63036,1,14/03/2020
0,0,Capelle aan den IJssel,502,66818,1,14/03/2020
0,0,Assen,106,67963,1,14/03/2020
0,0,Hoorn,405,73004,1,14/03/2020
0,0,Schiedam,606,77999,1,14/03/2020
0,0,Hengelo (O),164,80683,1,14/03/2020
0,0,Hilversum,402,90238,1,14/03/2020
0,0,Deventer,150,99957,1,14/03/2020
0,0,Westland,"1,783",108603,1,14/03/2020
0,0,Ede,228,115710,1,14/03/2020
0,0,Zoetermeer,637,124944,1,14/03/2020
0,0,Haarlemmermeer,394,154235,1,14/03/2020
"0,985318751",1,Alphen-Chaam,"1,723",10149,1,14/03/2020
"0,892697733",1,Blaricum,376,11202,1,14/03/2020
"0,818732602",1,Pekela,765,12214,1,14/03/2020
"0,759532128",1,Woudenberg,351,13166,1,14/03/2020
"0,626409421",1,Heeze-Leende,"1,658",15964,1,14/03/2020
"0,588131506",1,Staphorst,180,17003,1,14/03/2020
"0,587854917",1,Zandvoort,473,17011,1,14/03/2020
"0,585788765",1,Gennep,907,17071,1,14/03/2020
"0,579810982",1,Waalre,866,17247,1,14/03/2020
"0,577533930",1,Waterland,852,17315,1,14/03/2020
"0,561387751",1,Ommen,175,17813,1,14/03/2020
"0,540803634",1,Bergeijk,"1,724",18491,1,14/03/2020
"0,517544768",1,Someren,847,19322,1,14/03/2020
"0,495662949",1,Bladel,"1,728",20175,1,14/03/2020
"0,470013160",1,Tubbergen,183,21276,1,14/03/2020
"0,464792006",1,Geertruidenberg,779,21515,1,14/03/2020
"0,457980307",1,Veere,717,21835,1,14/03/2020
"0,447767877",1,Laarbeek,"1,659",22333,1,14/03/2020
"0,440955993",1,Reimerswaal,703,22678,1,14/03/2020
"0,439792418",1,Koggenland,"1,598",22738,1,14/03/2020
"0,438596491",1,Borsele,654,22800,1,14/03/2020
"0,433162956",1,Elburg,230,23086,1,14/03/2020
"0,431294747",1,"Nuenen, Gerwen en Nederwetten",820,23186,1,14/03/2020
"0,427167877",1,Bloemendaal,377,23410,1,14/03/2020
"0,423764726",1,Oldebroek,269,23598,1,14/03/2020
"0,421656266",1,Maasgouw,"1,641",23716,1,14/03/2020
"0,414765657",1,De Wolden,"1,69",24110,1,14/03/2020
"0,409550723",1,Voorst,285,24417,1,14/03/2020
"0,395710498",1,Albrandswaard,613,25271,1,14/03/2020
"0,394757619",1,Duiven,226,25332,1,14/03/2020
"0,389741991",1,Eijsden-Margraten,"1,903",25658,1,14/03/2020
"0,378343612",1,Gilze en Rijen,784,26431,1,14/03/2020
"0,363887777",1,Nunspeet,302,27481,1,14/03/2020
"0,353157226",1,Waddinxveen,627,28316,1,14/03/2020
"0,351481494",1,Zaltbommel,297,28451,1,14/03/2020
"0,349308369",1,Nieuwkoop,569,28628,1,14/03/2020
"0,344056425",1,Boxmeer,756,29065,1,14/03/2020
"0,340413943",1,Krimpen aan den IJssel,542,29376,1,14/03/2020
"0,333622473",1,Bergen (NH),373,29974,1,14/03/2020
"0,314070352",1,Oldenzaal,173,31840,1,14/03/2020
"0,305175781",1,Maassluis,556,32768,1,14/03/2020
"0,292740047",1,IJsselstein,353,34160,1,14/03/2020
"0,290174685",1,Bodegraven-Reeuwijk,"1,901",34462,1,14/03/2020
"0,270555450",1,Moerdijk,"1,709",36961,1,14/03/2020
"0,266588467",1,Raalte,177,37511,1,14/03/2020
"0,255336534",1,Heemskerk,396,39164,1,14/03/2020
"0,249694125",1,Hellevoetsluis,530,40049,1,14/03/2020
"0,242289148",1,Huizen,406,41273,1,14/03/2020
"0,229147571",1,Rheden,275,43640,1,14/03/2020
"0,220570395",1,Veldhoven,861,45337,1,14/03/2020
"0,219096446",1,Kerkrade,928,45642,1,14/03/2020
"0,216258299",1,Ridderkerk,597,46241,1,14/03/2020
"0,205452715",1,Barendrecht,489,48673,1,14/03/2020
"0,201568201",1,Goeree-Overflakkee,"1,924",49611,1,14/03/2020
"0,183187089",1,Terneuzen,715,54589,1,14/03/2020
"0,179843177",1,Den Helder,400,55604,1,14/03/2020
"0,153134667",1,Katwijk,537,65302,1,14/03/2020
"0,152464590",1,Veenendaal,345,65589,1,14/03/2020
"0,149675952",1,Bergen op Zoom,748,66811,1,14/03/2020
"0,146310060",1,Velsen,453,68348,1,14/03/2020
"0,138113916",1,Vlaardingen,622,72404,1,14/03/2020
"0,137270244",1,Almelo,141,72849,1,14/03/2020
"0,117928700",1,Nissewaard,"1,93",84797,1,14/03/2020
"0,115398818",1,Hoeksche Waard,"1,963",86656,1,14/03/2020
"0,111470293",1,Súdwest-Fryslân,"1,9",89710,1,14/03/2020
"0,093359349",1,Emmen,114,107113,1,14/03/2020
"0,092116657",1,Alkmaar,361,108558,1,14/03/2020
"0,084278659",1,Dordrecht,505,118654,1,14/03/2020
"0,081230149",1,Leeuwarden,80,123107,1,14/03/2020
"1,901863827",2,Simpelveld,965,10516,1,14/03/2020
"1,740947075",2,Landsmeer,415,11488,1,14/03/2020
"1,723246597",2,Sint Anthonis,"1,702",11606,1,14/03/2020
"1,367427868",2,Westvoorne,614,14626,1,14/03/2020
"1,183151917",2,Son en Breugel,848,16904,1,14/03/2020
"1,048437828",2,West Maas en Waal,668,19076,1,14/03/2020
"1,046572475",2,Eersel,770,19110,1,14/03/2020
"0,978473581",2,Cranendonck,"1,706",20440,1,14/03/2020
"0,896499171",2,Zeewolde,50,22309,1,14/03/2020
"0,888770386",2,Zwartewaterland,"1,896",22503,1,14/03/2020
"0,852369587",2,Heiloo,399,23464,1,14/03/2020
"0,841679993",2,Wijk bij Duurstede,352,23762,1,14/03/2020
"0,802214111",2,Cuijk,"1,684",24931,1,14/03/2020
"0,763038419",2,Wassenaar,629,26211,1,14/03/2020
"0,757690559",2,Vught,865,26396,1,14/03/2020
"0,752785306",2,Buren,214,26568,1,14/03/2020
"0,732976618",2,Heemstede,397,27286,1,14/03/2020
"0,700402732",2,Culemborg,216,28555,1,14/03/2020
"0,685025346",2,Diemen,384,29196,1,14/03/2020
"0,672879588",2,Opsterland,86,29723,1,14/03/2020
"0,650469965",2,Boxtel,757,30747,1,14/03/2020
"0,592083839",2,Schouwen-Duiveland,"1,676",33779,1,14/03/2020
"0,558534406",2,Hellendoorn,163,35808,1,14/03/2020
"0,552303104",2,Bronckhorst,"1,876",36212,1,14/03/2020
"0,531166175",2,Goes,664,37653,1,14/03/2020
"0,505114282",2,Geldrop-Mierlo,"1,771",39595,1,14/03/2020
"0,476440040",2,Tiel,281,41978,1,14/03/2020
"0,466646445",2,Noordwijk,575,42859,1,14/03/2020
"0,450744856",2,Vlissingen,718,44371,1,14/03/2020
"0,448038711",2,Zwijndrecht,642,44639,1,14/03/2020
"0,426903456",2,Noordoostpolder,171,46849,1,14/03/2020
"0,420335848",2,Harderwijk,243,47581,1,14/03/2020
"0,403918005",2,Utrechtse Heuvelrug,"1,581",49515,1,14/03/2020
"0,388878087",2,De Fryske Marren,"1,94",51430,1,14/03/2020
"0,383163783",2,Woerden,632,52197,1,14/03/2020
"0,359311559",2,Hoogeveen,118,55662,1,14/03/2020
"0,358989087",2,Vijfheerenlanden,"1,961",55712,1,14/03/2020
"0,357538704",2,Smallingerland,90,55938,1,14/03/2020
"0,343589479",2,Roermond,957,58209,1,14/03/2020
"0,273294981",2,Gouda,513,73181,1,14/03/2020
"0,259632361",2,Roosendaal,"1,674",77032,1,14/03/2020
"0,249634909",2,Purmerend,439,80117,1,14/03/2020
"0,193867957",2,Delft,503,103163,1,14/03/2020
"0,128299708",2,Zaanstad,479,155885,1,14/03/2020
"0,096198245",2,Almere,34,207904,1,14/03/2020
"1,764602082",3,Nederweert,946,17001,1,14/03/2020
"1,595999362",3,Druten,225,18797,1,14/03/2020
"1,388117712",3,Zundert,879,21612,1,14/03/2020
"1,292546316",3,Borne,147,23210,1,14/03/2020
"1,248231672",3,Neder-Betuwe,"1,74",24034,1,14/03/2020
"1,201874925",3,Stein,971,24961,1,14/03/2020
"1,071734781",3,Langedijk,416,27992,1,14/03/2020
"1,006002481",3,Best,753,29821,1,14/03/2020
"0,945537065",3,Aalsmeer,358,31728,1,14/03/2020
"0,927013164",3,Deurne,762,32362,1,14/03/2020
"0,735023888",3,Dronten,303,40815,1,14/03/2020
"0,732582843",3,Wijchen,296,40951,1,14/03/2020
"0,709370788",3,Horst aan de Maas,"1,507",42291,1,14/03/2020
"0,645508338",3,Lingewaard,"1,705",46475,1,14/03/2020
"0,644426782",3,Schagen,441,46553,1,14/03/2020
"0,591750991",3,West Betuwe,"1,96",50697,1,14/03/2020
"0,535255495",3,Krimpenerwaard,"1,931",56048,1,14/03/2020
"0,397746105",3,Leidschendam-Voorburg,"1,916",75425,1,14/03/2020
"0,330258262",3,Amstelveen,362,90838,1,14/03/2020
"0,295266872",3,Venlo,983,101603,1,14/03/2020
"0,235299654",3,Zwolle,193,127497,1,14/03/2020
"0,188695860",3,Enschede,153,158986,1,14/03/2020
"0,184677891",3,Apeldoorn,200,162445,1,14/03/2020
"0,129702247",3,Groningen,14,231299,1,14/03/2020
"1,637599279",4,Oegstgeest,579,24426,1,14/03/2020
"1,545475620",4,Beuningen,209,25882,1,14/03/2020
"1,518026565",4,Dinkelland,"1,774",26350,1,14/03/2020
"1,118193000",4,Castricum,383,35772,1,14/03/2020
"1,064084488",4,Landgraaf,882,37591,1,14/03/2020
"0,906310185",4,Heusden,797,44135,1,14/03/2020
"0,841343626",4,Overbetuwe,"1,734",47543,1,14/03/2020
"0,719217491",4,Oosterhout,826,55616,1,14/03/2020
"0,693060729",4,Gooise Meren,"1,942",57715,1,14/03/2020
"0,649340108",4,Lansingerland,"1,621",61601,1,14/03/2020
"0,625645197",4,Zeist,355,63934,1,14/03/2020
"0,460659665",4,Heerlen,917,86832,1,14/03/2020
"0,437392702",4,Oss,828,91451,1,14/03/2020
"0,320258769",4,Leiden,546,124899,1,14/03/2020
"0,255941031",4,Amersfoort,307,156286,1,14/03/2020
"0,251153737",4,Arnhem,202,159265,1,14/03/2020
"0,248038942",4,Haarlem,392,161265,1,14/03/2020
"3,260727794",5,Hilvarenbeek,798,15334,1,14/03/2020
"3,219782343",5,Landerd,"1,685",15529,1,14/03/2020
"2,769929644",5,Hardinxveld-Giessendam,523,18051,1,14/03/2020
"1,919312119",5,Dongen,766,26051,1,14/03/2020
"1,861642714",5,Ermelo,233,26858,1,14/03/2020
"1,841620626",5,Drimmelen,"1,719",27150,1,14/03/2020
